Appliances,lights,T_out,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint,rv1,rv2
164.5,0,1.03,65.69,743.36,5.92,53.68,-1.0,8.4708,31.8983
138.1,1,5.47,51.67,731.64,3.28,25.7,0.95,17.2351,32.6176
175.0,1,0.89,77.82,741.71,10.0,33.32,-3.62,46.5948,10.0046
133.4,4,4.84,83.52,731.43,8.51,62.99,2.1,8.9896,18.8646
130.4,0,3.71,39.0,740.48,7.62,6.78,1.32,16.8123,49.3371
109.8,3,7.0,93.13,737.59,12.42,62.63,2.46,33.5578,13.5193
138.0,1,5.54,37.32,730.27,6.82,30.79,0.56,22.4306,30.4404
133.0,2,5.19,82.62,733.63,9.88,26.01,-1.98,25.9476,29.7546
144.5,2,7.38,70.12,736.2,5.96,37.84,-1.06,4.9503,0.2969
154.6,4,7.48,36.18,744.94,13.6,64.96,3.36,25.2582,12.7232
111.5,0,8.69,85.5,744.75,4.8,20.99,-0.34,16.3838,7.0775
120.9,3,8.09,60.52,734.43,7.38,63.67,2.61,28.2584,9.8664
107.8,3,7.4,24.69,731.37,3.32,49.78,0.03,35.4371,43.9746
102.7,4,8.33,76.14,736.55,10.65,17.0,0.41,34.946,0.4748
142.3,2,6.95,52.4,730.25,13.84,53.54,2.29,42.3992,48.2608
95.2,3,10.59,61.14,729.54,3.93,61.68,2.92,46.344,18.5165
86.6,4,10.32,81.85,739.43,7.58,23.18,3.74,26.7517,1.6875
86.5,4,10.78,35.93,733.32,10.76,9.01,1.82,45.0175,1.6432
116.5,0,7.89,88.06,733.62,13.64,13.35,-0.87,10.2283,41.5798
98.3,0,11.24,80.92,732.02,1.54,13.08,7.12,11.1773,4.7414
131.9,2,12.68,23.08,735.49,11.02,63.6,6.63,36.105,33.5831
112.3,1,11.11,66.88,740.32,11.63,10.29,2.4,19.6998,26.5373
103.1,2,9.32,28.27,739.96,7.46,63.85,6.91,7.4467,46.8583
119.4,0,10.92,48.5,745.94,9.58,10.52,1.37,17.5378,40.8388
44.9,2,14.42,79.76,734.51,5.9,45.96,6.21,44.0049,1.7102
86.1,4,13.87,93.2,744.49,12.13,37.93,8.15,32.6386,16.465
94.3,1,11.62,33.81,729.17,4.95,14.1,4.33,33.797,49.453
81.7,4,12.42,58.49,735.42,13.24,59.51,7.54,28.1751,31.0926
82.7,4,11.3,89.64,742.71,3.62,29.86,5.35,11.3664,17.7563
238.3,1,16.88,52.15,742.8,2.86,31.38,7.23,35.5212,18.1778
198.6,2,17.44,91.84,729.89,9.25,44.64,15.16,13.7386,33.9064
213.7,1,15.59,23.87,737.09,10.31,17.65,13.22,1.9719,30.7826
207.5,3,17.81,42.22,744.31,3.33,5.71,12.64,5.3567,40.4816
275.7,3,12.84,70.14,732.88,10.4,14.18,3.17,39.5876,14.6186
210.8,1,18.14,24.86,736.12,8.45,19.85,8.55,9.3555,12.7373
226.8,43,17.89,27.03,736.6,5.16,23.77,9.87,25.0527,1.3273
250.5,28,16.0,42.35,729.7,0.36,65.59,6.85,37.54,5.3242
200.0,23,17.64,69.57,744.82,9.26,47.92,14.99,26.7234,16.4231
195.9,42,18.56,59.46,729.81,1.15,18.91,12.75,7.921,43.4892
198.1,47,17.9,25.58,743.65,4.01,33.51,8.21,2.0768,38.6085
231.4,19,16.54,84.11,739.06,4.38,16.25,13.41,28.458,6.0293
201.0,48,16.67,53.08,741.02,6.16,7.12,13.07,37.9482,12.8944
213.2,24,17.47,66.39,740.48,4.65,25.43,13.03,5.5439,29.2402
219.0,67,19.1,58.08,738.21,13.64,23.6,9.56,5.282,3.7617
190.1,4,20.57,73.84,730.49,13.84,49.88,16.77,21.4508,19.6464
236.3,19,22.29,81.57,739.2,12.08,45.75,20.29,11.9485,20.3834
242.9,33,17.22,65.31,743.71,8.32,65.84,11.5,46.7381,1.275
227.6,44,19.6,26.21,741.93,9.89,28.24,12.14,26.2186,43.5886
245.1,58,22.48,28.56,736.43,1.7,43.96,15.12,17.9642,0.7992
223.9,36,19.8,91.2,743.2,13.83,1.2,17.18,19.7402,15.6641
227.6,4,19.6,86.33,741.25,4.36,9.23,12.95,35.9438,43.3563
224.8,7,22.25,56.48,736.59,2.57,12.39,14.01,16.8684,27.6897
218.6,69,21.82,79.38,730.68,8.09,60.24,19.33,44.2625,47.2677
138.0,69,23.45,65.56,730.93,13.01,10.2,14.25,0.3767,15.559
135.2,59,25.34,57.33,741.96,4.0,48.37,15.75,37.3615,31.5761
129.3,54,23.54,40.03,741.37,4.46,28.18,13.99,49.8789,48.3871
161.5,65,26.66,36.98,739.14,3.66,27.86,23.18,14.9345,2.3323
129.3,27,23.68,55.97,738.85,0.94,41.08,14.03,27.2058,4.7603
112.9,18,25.28,88.55,736.21,10.59,28.2,16.65,24.6735,40.141
187.7,45,28.79,29.6,743.59,4.78,29.69,21.75,15.5977,22.7931
136.8,16,26.5,59.76,734.77,11.51,30.98,17.08,48.7087,29.8662
168.0,63,25.75,25.69,731.73,13.75,19.73,23.38,47.6263,41.4632
143.3,30,23.98,59.53,742.38,9.92,19.28,21.2,28.2913,46.6988
159.4,6,25.22,31.32,730.03,4.39,4.46,19.13,37.1393,26.0871
129.2,25,25.03,39.02,745.69,8.34,44.56,18.73,36.8068,30.1056
126.3,14,24.77,68.89,741.07,6.74,65.72,18.41,20.3833,45.7794
107.7,9,24.17,31.1,743.42,3.36,64.11,15.76,3.3942,14.4362
101.9,63,24.51,29.3,742.52,8.91,31.99,17.54,32.5841,37.766
144.1,45,23.6,22.28,730.17,9.72,24.67,19.91,2.4508,1.0241
131.2,35,23.01,34.98,731.2,9.46,24.74,19.41,19.0331,19.8737
170.8,52,25.64,68.1,742.78,7.7,22.38,18.74,31.3069,28.6024
156.5,65,24.95,56.25,730.43,8.21,33.51,16.38,8.8744,1.1947
179.2,22,25.42,20.98,739.84,12.6,44.23,20.98,18.6417,2.5808
154.0,64,25.95,81.27,739.34,9.97,5.76,21.27,27.7452,40.7814
100.3,64,21.75,34.64,740.0,9.46,16.63,16.5,37.0824,38.6625
146.0,33,25.19,73.14,729.03,11.19,5.62,15.52,29.8937,38.0584
143.0,37,23.99,26.03,734.77,12.1,49.06,17.78,21.4989,15.8268
122.9,31,19.81,44.83,745.43,9.66,58.04,16.08,21.6324,26.833
157.1,67,25.35,63.25,733.67,11.56,24.23,18.59,11.714,30.0402
112.5,16,24.06,89.46,740.15,11.28,48.32,14.12,29.5133,35.3497
100.1,39,22.08,58.3,734.91,2.15,65.22,19.91,0.0856,25.7252
101.6,65,22.66,53.14,743.2,9.15,38.56,17.12,45.7678,46.1017
123.6,5,23.51,44.41,738.77,0.57,10.18,19.66,18.5576,33.359
76.0,33,19.33,84.22,744.82,7.59,47.57,9.45,3.5021,6.5893
110.5,64,20.27,29.06,743.55,13.33,37.22,12.73,6.7006,17.1905
107.0,65,21.56,86.98,740.89,4.84,60.03,12.06,3.7096,47.4448
117.0,26,22.58,71.56,743.14,9.05,39.24,17.76,4.792,19.4777
85.3,3,20.26,41.64,736.39,11.76,28.77,15.04,47.4453,1.8773
88.6,4,18.5,24.15,737.57,0.42,55.2,10.44,10.6256,8.8382
107.0,40,18.51,50.24,732.74,0.28,1.69,12.2,44.4732,21.35
103.3,40,22.63,63.29,733.9,3.76,6.89,18.35,14.0798,20.6003
99.5,54,19.78,46.75,736.71,2.45,16.63,11.77,8.3693,6.5042
104.6,57,20.78,56.24,734.04,12.98,37.68,18.35,41.2953,27.3073
74.3,29,19.39,86.87,738.06,13.54,14.97,16.92,28.1717,26.0454
86.8,65,17.63,22.86,739.5,2.66,23.66,9.17,27.3139,37.5008
92.1,5,18.0,44.63,731.31,2.25,34.99,8.65,43.6937,41.424
95.8,8,18.5,30.45,733.09,4.36,13.16,8.53,20.9754,2.0883
114.8,8,14.48,59.04,729.17,1.0,23.0,9.66,46.5204,25.9353
122.9,25,20.42,81.61,742.93,9.97,30.87,12.15,2.4114,27.2929
72.9,15,18.06,59.45,730.81,11.48,8.85,8.99,25.3598,42.1146
104.6,28,14.82,31.48,736.94,13.0,40.21,5.44,40.8966,48.3863
255.4,66,14.02,78.15,745.96,12.35,2.89,11.42,10.4944,19.4892
252.9,51,16.27,80.05,740.34,10.47,63.92,6.56,24.261,34.2085
246.9,49,14.74,90.11,737.29,9.24,49.52,11.67,19.4622,23.9736
275.3,10,13.25,94.2,736.07,5.97,34.59,7.28,25.4584,29.6695
246.6,47,20.92,64.94,742.39,13.2,8.57,16.06,43.6275,14.4831
244.5,66,15.05,85.13,729.05,9.95,25.6,8.47,26.0438,11.1266
273.9,4,12.61,44.47,742.33,10.79,52.19,4.49,38.0373,27.1674
311.1,31,9.7,21.57,731.96,6.86,41.0,4.72,26.6946,15.6701
293.4,7,10.42,83.27,741.86,11.95,41.79,2.46,12.3452,15.3493
281.9,55,10.37,21.71,740.93,1.47,54.83,4.07,31.2499,20.4916
250.0,16,14.37,52.64,736.29,7.7,15.63,10.38,7.2493,4.6914
261.7,36,13.08,28.38,740.25,10.97,8.38,10.3,30.8422,46.3742
277.0,58,8.48,82.58,729.28,10.0,13.47,0.13,30.3131,39.3636
268.1,44,8.09,57.7,744.63,0.2,4.81,2.37,10.8624,18.5875
319.6,48,11.97,35.27,729.91,10.94,51.06,8.71,15.667,6.3584
297.6,27,9.95,35.41,734.86,4.19,15.94,1.33,42.4023,38.0763
294.1,11,12.4,76.08,740.79,10.05,24.47,8.46,27.9031,18.6352
295.0,48,9.35,66.93,742.77,12.33,7.54,-0.32,5.0857,4.436
324.4,35,7.86,67.73,741.47,11.5,38.19,-1.41,30.7227,1.5329
337.7,17,7.07,23.24,740.45,6.05,38.88,-1.78,12.94,39.4885
293.3,21,6.57,88.26,742.08,12.02,22.51,0.46,33.6835,5.5229
302.0,21,5.87,74.74,735.98,10.97,41.45,-0.25,32.0412,27.5436
325.0,35,6.25,78.33,737.75,7.14,7.4,-2.25,24.8072,46.7063
279.8,26,11.47,82.1,742.07,12.47,32.56,1.61,17.3461,42.899
307.3,6,10.2,39.19,731.46,3.11,39.72,5.59,47.9523,9.7537
307.7,62,5.93,26.86,743.02,6.57,58.03,0.63,28.7574,42.0152
309.6,12,8.03,37.66,743.08,8.55,59.76,2.96,23.5828,41.5431
302.6,12,8.55,67.88,734.28,7.74,16.79,5.88,26.2976,45.9379
289.7,17,9.32,21.28,745.51,1.29,61.25,6.65,39.8646,24.5576
344.4,35,7.62,33.27,734.05,6.13,20.41,-0.43,8.0507,40.4534
181.4,25,6.8,42.69,743.59,12.46,57.38,0.31,25.3363,1.6986
191.6,12,6.81,83.97,732.69,12.38,17.79,-2.08,19.2714,7.1415
174.5,16,3.32,21.28,742.32,11.02,58.04,-4.98,11.6275,10.8147
156.8,67,6.43,87.7,731.82,0.04,23.92,2.87,1.3097,45.3319
182.4,57,6.44,86.66,729.21,6.97,55.84,1.17,5.3841,11.2502
172.1,41,7.2,53.2,731.89,10.53,17.46,-1.03,39.6947,40.8733
190.4,1,1.58,20.12,736.18,4.09,14.95,-4.32,47.9839,7.4711
147.8,1,2.39,84.33,730.17,7.23,40.71,-1.94,23.2976,31.053
148.0,4,6.67,76.66,733.97,0.78,30.89,-0.08,25.0205,49.6405
133.9,0,6.37,62.74,734.83,1.45,33.37,1.09,36.0883,36.0206
103.9,3,5.83,22.1,729.96,3.98,54.06,3.63,12.4315,47.5102
159.8,2,2.98,45.85,745.35,3.37,58.53,0.85,48.9165,41.1871
111.2,4,6.54,56.86,744.31,12.72,44.86,-1.44,32.6594,45.7224
145.5,0,3.68,79.55,734.47,2.8,59.09,-2.2,16.2522,17.7199
120.6,3,9.23,28.7,744.6,10.63,1.15,3.18,15.0485,48.6946
140.2,1,4.41,61.37,741.71,7.57,26.02,0.26,21.7758,48.8595
153.0,4,4.65,67.36,732.68,13.18,11.04,-2.92,4.567,22.9853
129.3,2,6.2,32.61,733.81,1.52,48.73,4.09,44.0398,38.2599
162.0,0,5.13,58.87,736.84,9.04,5.5,-3.41,27.0535,27.0092
157.4,3,5.48,91.38,733.72,9.21,21.99,1.86,48.7093,26.8796
127.3,2,7.91,61.14,730.42,7.39,6.09,4.77,22.972,1.0278
161.3,0,6.49,60.01,745.78,7.12,50.21,-1.27,22.1713,14.9993
120.7,0,8.27,89.84,741.15,0.49,19.18,3.6,24.34,22.3956
126.5,2,6.09,74.85,731.94,6.73,51.81,-2.64,48.5938,11.0361
115.6,2,10.03,56.4,736.56,1.42,15.15,7.76,16.3437,0.9504
89.7,2,11.2,39.04,735.93,3.22,8.56,1.83,46.9116,2.2749
115.6,2,8.86,32.55,743.45,2.58,20.16,2.35,26.6158,21.2875
152.7,3,6.99,88.14,732.46,9.62,17.18,4.05,24.9023,30.736
102.4,0,8.55,43.1,737.99,5.17,12.88,4.59,47.4089,32.0917
132.0,3,7.3,62.8,744.65,5.3,2.63,0.69,10.2914,7.1775
86.1,1,13.35,83.86,739.78,6.1,24.64,8.36,3.4588,41.4565
86.3,1,10.67,78.13,730.4,0.01,4.82,4.53,24.0847,9.3149
74.0,3,11.83,31.41,731.5,8.2,14.88,5.47,27.021,16.1444
83.9,4,10.98,54.56,732.7,13.83,57.07,5.31,10.8939,42.6749
128.7,4,9.72,33.16,733.34,10.81,45.24,0.65,35.7569,11.1473
61.2,2,10.47,59.58,732.96,2.74,2.81,4.84,44.3953,3.642
57.6,4,13.93,77.44,739.31,6.74,46.88,6.72,11.2887,0.2495
74.6,2,14.71,86.47,735.93,1.18,4.14,12.47,1.2293,19.632
101.0,2,11.17,42.63,743.0,9.8,35.13,4.94,20.0828,36.2546
93.9,0,11.76,72.6,735.5,2.58,38.14,8.16,15.6289,22.9316
84.8,4,13.1,83.99,745.47,10.34,3.29,10.52,5.7093,21.3925
139.0,4,8.71,51.57,732.38,1.62,7.73,1.86,6.7485,23.6498
219.5,0,14.57,83.59,736.76,0.06,4.76,5.15,28.5984,34.6197
239.9,3,11.73,51.1,745.23,0.44,51.57,8.7,20.5935,12.6793
232.0,3,13.51,75.48,729.87,11.31,10.07,3.77,5.5892,4.3344
192.2,0,17.44,80.05,730.48,10.34,45.43,11.8,5.7098,31.395
215.7,0,15.6,34.94,739.56,8.61,29.2,8.47,14.9987,41.6613
231.9,0,13.34,38.74,736.3,11.44,37.22,3.41,7.7779,43.1807
208.1,41,18.11,58.91,733.21,5.81,16.62,15.71,8.2779,23.7575
235.2,13,14.4,84.5,741.46,4.67,45.63,5.94,24.1604,9.171
227.1,51,22.5,82.28,743.31,13.33,12.06,15.41,23.4406,37.6349
203.7,17,15.43,51.99,736.59,7.42,41.53,8.66,47.0195,0.2188
179.2,44,18.56,34.86,742.03,7.65,12.94,10.37,11.1697,20.9446
209.6,37,19.06,88.86,736.11,10.25,64.06,15.87,39.4784,20.8324
242.1,55,21.11,50.75,739.36,6.07,49.77,17.34,39.9274,14.6978
198.7,68,17.22,65.92,738.29,6.65,31.26,11.92,5.7703,16.9487
258.9,64,21.9,73.19,737.38,9.32,16.92,19.15,5.8068,1.2996
214.8,48,18.3,36.98,735.47,5.81,23.59,14.79,8.6449,10.2771
230.3,34,21.08,41.2,740.38,5.63,5.53,16.72,18.7908,40.778
241.5,13,19.81,90.5,743.68,5.3,52.7,11.03,24.0474,42.0507
231.5,3,20.38,28.35,744.44,12.81,37.63,18.03,21.847,42.6256
228.6,35,21.99,90.46,734.5,2.13,65.54,18.31,20.4342,11.9972
210.5,60,20.82,83.75,742.91,4.62,2.23,12.27,0.8118,11.8518
204.9,20,20.11,57.66,729.9,11.44,56.19,17.49,10.6128,15.3902
214.7,23,17.48,75.84,735.75,6.76,29.85,9.22,7.9655,16.5829
268.8,37,23.69,67.9,738.35,6.82,30.96,21.12,37.255,13.0028
97.4,30,21.87,86.06,741.72,13.84,49.7,19.67,32.089,1.1594
130.2,44,23.7,43.49,731.15,11.78,26.1,18.36,13.6348,48.1539
129.3,64,24.85,89.82,740.98,3.24,31.58,19.36,15.2631,47.9732
134.0,47,24.85,59.3,743.39,5.02,44.82,17.21,23.9314,27.3947
130.9,40,22.21,73.24,731.26,3.31,25.34,19.3,36.7889,25.2531
167.6,8,29.32,35.35,740.36,12.24,30.1,24.72,38.4836,20.8593
118.9,45,25.52,28.94,730.47,11.23,51.61,17.06,38.486,13.6498
121.6,67,24.95,70.96,733.11,3.52,63.38,16.1,47.5844,22.5843
152.8,35,25.57,67.41,733.84,10.47,56.98,20.36,26.2338,45.1203
126.5,3,24.0,47.07,733.01,1.68,58.22,20.94,26.2387,17.8719
116.1,47,21.83,85.04,744.16,8.54,46.16,16.48,24.5991,41.6544
144.7,34,26.58,39.34,741.6,1.02,36.48,24.51,45.4413,46.8767
140.6,55,25.7,48.44,733.23,6.17,50.37,16.37,46.5053,21.1696
132.0,53,24.39,88.77,733.45,8.11,26.76,19.17,31.4425,3.7192
143.1,68,26.47,20.56,737.68,7.92,28.13,17.54,25.2762,43.6574
132.7,17,22.92,64.22,738.63,13.11,10.5,13.62,3.5158,49.9414
152.1,8,29.12,68.52,743.6,13.29,51.37,24.35,13.1782,18.6689
150.9,54,26.14,65.42,739.85,10.8,48.21,16.83,24.4952,47.1696
159.5,10,25.02,59.87,733.1,11.02,17.79,16.15,38.3389,32.3444
155.8,19,25.3,87.32,730.49,7.73,6.83,21.51,30.7102,32.0345
143.1,36,26.18,25.88,733.6,6.18,22.77,21.14,2.9294,11.5205
115.5,67,22.6,50.25,744.75,1.8,48.12,16.43,36.2074,17.4714
130.6,44,24.76,40.93,745.31,1.15,53.24,22.07,0.7825,44.1362
126.8,38,24.9,70.36,734.71,8.5,10.58,19.01,16.7565,17.489
134.8,49,24.93,39.16,731.79,1.7,63.58,18.6,36.2419,40.3419
96.1,0,23.59,48.69,745.84,5.49,52.01,14.05,12.4859,29.3633
128.3,24,26.77,69.68,740.85,3.08,31.96,24.34,37.7924,30.1102
167.2,40,26.62,85.04,737.35,2.24,2.89,22.96,33.0339,21.0698
182.9,24,28.29,66.22,735.91,5.37,44.92,25.87,29.508,25.521
137.5,55,25.64,43.94,736.86,8.83,1.53,22.0,24.7301,7.761
123.5,42,24.18,28.1,734.33,5.26,35.74,20.33,6.5846,12.2872
105.4,19,21.37,92.75,745.92,5.12,57.37,17.99,14.7223,36.9935
100.4,4,21.1,28.52,739.36,13.34,41.14,13.22,30.3027,2.6362
109.5,46,20.27,34.03,735.39,1.27,4.75,14.98,8.0918,16.7881
94.2,50,22.77,83.1,729.36,1.5,53.65,18.31,7.8941,7.4573
94.8,67,18.76,79.19,741.43,4.78,24.45,14.1,11.6754,21.9086
89.9,58,21.05,51.6,739.57,13.77,24.57,17.06,40.491,31.9107
97.1,63,19.57,87.3,744.53,5.69,61.41,15.26,35.8547,31.1014
90.6,6,21.44,58.93,739.69,3.83,14.24,15.11,40.4017,38.2553
109.6,29,19.78,92.33,729.54,2.38,24.97,13.2,47.7518,31.4672
91.0,24,18.85,71.07,730.05,7.15,45.84,9.33,32.8702,30.5455
80.3,62,20.12,89.24,734.76,7.58,40.68,13.51,30.1819,30.6986
77.4,17,19.66,36.05,731.65,8.66,45.85,15.92,16.0956,30.1201
90.1,34,19.74,34.4,732.36,4.94,42.43,9.77,26.6023,7.051
71.9,68,16.22,86.05,744.68,13.17,37.03,9.64,28.6218,21.4065
76.1,19,17.94,50.14,739.32,13.88,61.34,10.29,18.9349,39.6945
92.8,38,19.26,61.46,740.79,9.12,43.73,14.0,4.905,35.3187
91.5,24,16.59,28.74,740.88,13.99,53.38,13.08,47.6044,14.448
258.1,57,13.19,49.24,733.14,6.94,7.76,5.37,16.6317,31.4562
236.1,41,16.66,44.33,745.88,3.73,9.14,12.36,17.8122,25.3422
246.4,65,15.8,40.23,731.88,1.53,23.39,8.66,46.0835,18.4178
256.9,18,16.51,46.86,739.07,6.49,44.07,12.29,36.4732,0.8349
269.4,23,13.49,90.69,731.92,4.7,28.97,8.03,48.8895,22.3262
269.8,63,12.37,58.61,734.7,0.23,9.49,4.26,24.0293,40.825
278.7,26,11.24,30.37,731.46,5.0,8.47,6.02,9.4322,47.4438
267.0,65,13.27,25.72,743.0,3.52,18.0,6.12,34.738,42.2571
250.2,39,15.43,68.77,741.92,6.41,58.48,8.7,33.8468,42.7474
307.9,21,10.37,81.75,730.69,0.1,64.3,6.57,42.1836,29.5396
293.8,60,12.79,31.66,732.6,10.54,53.68,8.26,3.1031,1.1568
283.3,1,10.5,70.26,738.64,1.32,23.46,5.98,18.5741,17.4895
301.0,40,9.67,23.34,730.93,8.52,31.19,2.41,37.2912,49.9019
293.2,19,8.65,42.68,729.28,8.52,13.6,3.93,25.973,34.756
285.0,21,10.16,25.13,740.09,0.28,14.71,6.06,9.8341,16.8363
286.1,1,9.58,50.84,738.39,4.91,57.89,1.42,9.765,37.825
284.4,41,9.97,74.95,733.69,8.92,3.87,1.94,13.1851,43.0366
277.6,30,11.03,56.94,733.95,2.46,26.39,5.47,7.79,41.0791
310.4,42,6.47,49.75,743.59,9.0,37.94,-1.41,5.588,5.0047
299.8,41,6.89,37.18,730.0,3.36,40.11,3.25,16.8769,39.597
286.9,40,9.02,60.33,742.11,0.25,49.11,1.76,42.8349,48.8249
325.9,40,5.25,78.46,741.75,13.94,31.49,1.37,3.3881,17.6253
303.6,17,11.1,38.44,730.03,1.56,23.37,3.81,6.1039,18.2777
343.6,34,4.98,80.66,730.49,13.78,56.23,-1.44,2.0314,6.3522
326.6,44,6.44,37.86,738.92,9.65,65.38,-3.46,13.3723,20.3033
308.7,35,8.62,63.99,732.91,4.23,61.28,3.55,14.374,28.3349
338.0,54,5.2,77.0,730.75,0.56,44.9,0.7,22.6665,30.7072
281.5,46,9.81,73.29,731.67,5.24,8.9,3.63,29.7614,40.3813
301.0,38,7.3,91.68,734.52,10.82,12.77,4.33,6.3975,46.2259
309.2,54,6.21,94.66,741.43,8.31,62.27,1.27,26.1917,24.5602
160.2,55,6.66,53.71,741.46,3.88,19.85,-1.16,47.2928,20.2666
173.0,3,5.71,68.07,738.49,9.96,54.78,0.6,19.3637,24.0673
205.7,50,3.84,34.45,732.53,11.71,63.45,1.24,5.9985,40.3655
194.7,33,1.58,45.98,732.89,10.37,53.21,-7.48,19.4559,45.8174
188.0,42,3.36,23.54,741.94,0.99,32.4,-1.02,1.9898,0.5908
169.7,50,8.14,22.35,743.84,7.2,42.65,-0.19,20.2677,26.6473
154.4,0,2.71,84.85,730.31,13.71,18.48,-5.74,48.7571,31.4552
175.4,4,3.88,79.78,739.61,13.58,14.33,-4.56,22.8964,28.5179
149.5,4,4.35,21.32,734.62,9.0,27.23,-1.59,41.376,46.3678
151.0,3,7.01,85.49,732.87,5.53,52.99,-1.39,26.9075,21.2754
129.1,4,7.83,43.17,729.29,13.99,8.22,0.43,27.6271,13.7366
109.1,4,7.34,40.39,730.89,7.8,9.51,4.41,40.9457,27.1229
118.5,3,5.71,22.38,739.04,7.58,55.85,2.99,45.3815,42.1278
136.4,1,5.39,46.15,736.06,13.94,50.44,2.25,20.1592,35.0506
158.6,4,1.31,69.99,742.15,6.16,34.31,-8.57,5.9005,0.7856
119.4,0,7.75,85.77,734.6,3.36,24.55,1.97,5.0935,22.4096
118.1,1,6.35,67.58,745.97,6.21,49.39,2.67,6.0496,30.2732
174.0,0,5.46,67.45,735.45,9.56,47.47,2.39,31.8688,48.462
161.9,1,3.56,82.65,740.82,13.8,1.64,0.16,33.9696,20.9806
155.6,4,5.25,42.76,739.95,13.2,13.09,1.15,36.4029,13.8144
126.6,2,5.71,90.14,730.56,1.91,7.78,-1.77,34.5748,33.4383
101.8,4,5.83,65.65,732.58,13.07,28.2,0.37,10.4225,12.9915
134.3,1,7.2,81.76,730.04,4.73,41.85,5.08,10.1076,15.6971
131.8,2,4.91,68.92,735.12,0.29,61.93,-1.42,20.0947,34.2849
100.9,3,10.69,57.9,740.79,8.87,10.32,2.87,9.7273,38.0825
131.6,2,9.98,72.49,737.54,1.65,2.02,6.75,22.2367,3.7037
156.9,0,4.58,67.26,729.52,3.46,50.49,0.4,33.2597,41.2877
138.5,2,8.4,46.11,738.01,11.48,10.87,4.07,8.3627,42.9077
117.6,4,6.83,75.72,745.7,11.33,57.21,-1.9,20.9847,22.502
156.2,1,6.51,61.02,735.76,9.45,21.88,3.37,11.2975,39.9137
100.6,3,10.22,36.63,739.83,8.89,27.55,4.81,20.6176,39.9017
106.4,1,10.94,72.49,743.72,1.56,47.54,6.96,32.0558,34.2641
124.1,1,8.53,76.72,737.63,13.97,45.8,-1.33,31.6891,9.5049
58.8,2,13.19,70.44,735.57,12.04,51.27,3.63,39.2852,24.2311
110.9,4,7.64,36.35,738.87,3.66,39.72,3.06,16.4221,49.1781
110.9,1,11.34,83.45,742.37,3.29,64.83,7.1,15.5736,43.9689
82.7,3,11.63,67.66,739.02,5.91,14.43,8.76,25.2338,8.0567
68.3,0,13.95,90.03,736.22,10.78,47.75,7.44,23.8437,7.8453
94.0,1,12.02,43.24,730.87,0.82,52.18,8.86,31.0555,39.327
109.9,0,10.52,85.83,737.13,13.51,19.93,6.25,17.3014,39.4291
67.2,2,11.6,59.84,732.38,12.02,17.88,2.06,8.8397,11.1873
55.9,3,16.45,66.15,740.87,8.0,40.73,11.76,20.1793,35.5445
232.9,0,15.67,82.91,730.28,6.44,55.83,10.02,42.8506,24.3073
214.9,1,16.98,27.9,743.2,3.94,32.44,9.38,35.8179,11.5038
225.6,1,12.84,57.09,730.74,11.52,62.25,6.55,38.7223,9.87
213.3,1,18.47,49.68,732.78,13.42,1.04,9.63,31.0731,38.6894
241.5,3,14.67,81.48,745.11,1.36,6.91,4.87,18.9772,46.8072
229.9,4,12.78,66.38,741.79,6.38,6.54,7.91,30.4302,29.1959
212.6,68,17.68,56.21,745.09,10.6,38.7,11.77,26.0406,44.4859
217.3,10,19.82,34.08,729.82,0.71,5.73,14.26,9.1064,38.1583
177.3,30,18.19,85.18,740.45,8.64,15.85,13.97,42.9323,15.2264
229.3,46,16.1,55.88,736.83,6.12,40.93,8.15,23.6829,14.7301
194.9,13,18.92,69.3,730.04,1.12,33.78,13.44,16.9158,46.5056
191.2,27,18.81,85.55,739.26,12.53,34.58,16.56,41.0329,2.4552
205.5,53,20.5,68.45,744.38,10.6,3.64,13.52,4.2525,42.9445
232.4,46,23.4,51.31,742.45,7.25,34.29,14.84,43.0369,41.5259
213.7,25,17.14,36.85,745.4,12.91,38.23,12.34,32.8231,7.9039
251.7,18,20.94,72.4,739.33,5.91,11.31,13.51,26.3516,41.3233
239.0,3,23.15,72.94,734.66,8.49,4.42,21.05,32.0357,21.2158
202.3,21,18.83,28.78,737.98,2.73,27.97,15.05,25.4898,26.6731
216.7,63,20.58,41.76,741.78,11.64,50.0,15.95,8.4777,10.5433
208.2,22,21.42,27.28,731.92,12.28,1.18,18.0,41.9894,23.4812
258.1,66,24.15,59.99,739.11,10.9,56.64,14.74,44.9272,39.5507
241.8,61,21.77,81.74,745.41,0.22,49.6,11.84,30.724,10.7884
250.7,36,23.64,75.63,745.64,5.86,49.89,14.47,14.2063,41.2768
263.0,61,23.0,47.38,741.59,7.79,39.21,14.5,23.4379,44.5566
101.7,31,23.22,42.08,744.28,13.58,38.25,16.94,28.3683,9.7229
142.8,26,23.0,49.65,744.12,4.4,62.92,16.48,48.6221,35.4279
143.3,9,25.46,26.99,733.67,9.56,21.61,22.83,30.0874,3.0805
98.6,69,20.05,64.74,731.64,7.76,30.41,10.55,4.2649,26.8514
151.1,18,26.22,64.96,732.69,8.36,43.18,19.95,44.8165,38.4806
153.6,67,27.11,82.69,737.35,0.7,14.27,22.26,6.3928,49.8774
105.5,37,23.04,39.72,743.94,9.92,65.19,13.98,37.6373,41.9248
150.7,30,25.53,57.19,743.8,2.4,45.13,18.56,23.2201,44.6457
