Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
20/03/2004;18.00.00;13,1;1053;209;79,6;1121;2118;1861;42;1659;787;55,4;47,5;0,1
20/03/2004;19.00.00;7,3;1594;240;28,3;1218;540;1743;200;2136;1071;10,7;55,1;0,1
20/03/2004;20.00.00;2,1;1091;241;7,1;1099;211;1744;99;1700;907;8,8;42,0;0,1
20/03/2004;21.00.00;4,1;1286;198;15,3;1055;411;1746;184;2043;942;8,3;49,3;0,1
20/03/2004;22.00.00;1,0;1044;372;1,1;1398;66;1960;33;1576;790;3,0;65,6;0,1
20/03/2004;23.00.00;1,3;1189;71;6,3;952;55;1998;61;1692;874;9,2;45,0;0,1
21/03/2004;00.00.00;5,0;1379;318;16,6;1314;333;1822;150;1831;1094;9,5;60,3;0,1
21/03/2004;01.00.00;2,2;1177;96;9,6;871;212;1931;65;1586;1076;6,2;52,5;0,1
21/03/2004;02.00.00;4,8;1272;159;16,8;1039;363;1756;138;2044;1038;7,5;60,9;0,1
21/03/2004;03.00.00;7,7;1590;176;26,4;1140;645;1389;200;2074;1081;4,0;60,1;0,1
21/03/2004;04.00.00;5,8;1483;335;21,2;1272;416;1710;155;2023;1025;12,3;59,7;0,1
21/03/2004;05.00.00;7,2;1643;50;20,2;1106;557;1579;200;2104;1146;12,6;44,7;0,115
21/03/2004;06.00.00;4,6;1360;60;19,6;974;341;1811;141;1834;1058;21,1;51,3;0,1
21/03/2004;07.00.00;4,9;1394;229;18,4;1174;392;1610;155;2038;853;21,9;46,7;0,1
21/03/2004;08.00.00;7,5;1611;54;23,3;768;632;1563;200;1979;1194;21,5;45,9;0,1
21/03/2004;09.00.00;3,5;1322;226;15,7;1086;191;1804;82;1639;890;20,2;57,5;0,1
21/03/2004;10.00.00;1,6;1063;107;5,2;1035;174;1878;85;1777;927;28,0;40,3;0,1
21/03/2004;11.00.00;1,5;1053;346;4,5;1139;102;2005;23;1735;855;27,0;43,4;0,1
21/03/2004;12.00.00;7,1;1584;324;24,7;1342;582;1644;200;2002;1076;30,4;52,4;0,1
21/03/2004;13.00.00;7,5;1574;377;25,9;1214;663;1551;200;2045;1172;25,5;42,1;0,1
21/03/2004;14.00.00;5,6;1408;282;19,8;1215;454;1667;151;1966;1068;32,1;49,1;0,1
21/03/2004;15.00.00;1,4;1116;367;4,0;1349;157;1878;64;1588;989;20,5;48,0;0,1
21/03/2004;16.00.00;0,6;1102;148;0,1;1053;34;1818;13;1592;669;23,1;41,6;0,1
21/03/2004;17.00.00;13,5;1396;355;124,7;1367;2273;1647;196;2125;1052;52,8;61,2;0,1
21/03/2004;18.00.00;2,8;1198;248;6,0;1254;277;1820;78;1534;949;13,2;74,5;0,1
21/03/2004;19.00.00;3,3;1263;138;10,0;994;311;1724;97;1634;892;9,0;51,8;0,1
21/03/2004;20.00.00;2,8;1267;189;14,2;1158;200;1793;51;1705;866;10,6;55,3;0,1
21/03/2004;21.00.00;13,5;1391;348;91,0;1313;1880;1626;191;2144;1023;59,4;49,1;0,1
21/03/2004;22.00.00;5,0;1452;149;17,9;1107;488;1560;200;2182;1038;2,8;54,5;0,1
21/03/2004;23.00.00;5,2;1401;220;20,2;1105;435;1745;153;1927;855;9,9;58,3;0,1
22/03/2004;00.00.00;0,5;1019;168;2,6;1042;108;1715;72;1655;951;2,3;60,3;0,1
22/03/2004;01.00.00;1,2;1095;266;5,2;1332;157;1890;52;1837;887;1,8;53,1;0,1
22/03/2004;02.00.00;6,4;1534;100;24,7;952;520;1698;195;2115;1160;5,6;47,2;0,1
22/03/2004;03.00.00;3,1;1264;116;11,6;927;181;1917;91;1892;940;8,8;43,3;0,1
22/03/2004;04.00.00;7,8;1592;391;24,7;1456;706;1551;200;2085;1169;13,3;64,8;0,1
22/03/2004;05.00.00;4,6;1344;307;18,2;1288;388;1757;156;2132;916;14,0;52,4;0,1
22/03/2004;06.00.00;4,9;1450;210;15,7;1020;362;1794;159;1906;1117;17,9;42,5;0,1
22/03/2004;07.00.00;1,8;1170;53;9,3;861;181;1704;91;1678;1076;16,8;68,1;0,1
22/03/2004;08.00.00;5,3;1370;68;19,8;971;400;1522;162;1994;932;23,4;55,6;0,1
22/03/2004;09.00.00;6,4;1455;280;24,4;1248;615;1543;200;2324;1248;20,4;69,0;0,1
22/03/2004;10.00.00;2,7;1177;332;5,6;1275;208;1784;60;1759;958;18,7;48,6;0,1
22/03/2004;11.00.00;6,3;1602;262;22,9;1181;458;1477;190;2210;1025;26,2;53,8;0,1
22/03/2004;12.00.00;2,2;1141;360;7,6;1347;242;1799;127;1906;846;25,8;40,8;0,1
22/03/2004;13.00.00;4,9;1314;372;16,4;1354;418;1897;200;2063;1133;22,7;28,6;0,1
22/03/2004;14.00.00;5,0;1375;115;17,1;942;395;1618;134;1877;1078;25,0;49,8;0,1
22/03/2004;15.00.00;3,7;1341;196;12,2;1069;273;1773;100;1899;947;21,6;22,7;0,1
22/03/2004;16.00.00;1,6;1117;142;5,1;1010;150;1845;64;1659;864;18,8;60,0;0,1
22/03/2004;17.00.00;17,5;1376;336;90,1;1316;2735;1644;151;1871;1143;53,1;56,2;0,1
22/03/2004;18.00.00;5,8;1461;135;21,1;1066;480;1638;194;2223;1070;17,8;58,5;0,1
22/03/2004;19.00.00;2,3;1096;394;11,6;1538;215;1814;83;1791;1070;13,0;45,5;0,1
22/03/2004;20.00.00;0,6;998;225;2,5;1019;110;2040;41;1681;890;9,0;52,3;0,1
22/03/2004;21.00.00;6,6;1485;346;22,6;1290;590;1560;200;2284;1183;8,5;66,0;0,1
22/03/2004;22.00.00;7,9;1680;89;28,9;881;673;1401;200;2120;1120;7,3;71,1;0,1
22/03/2004;23.00.00;4,9;1312;306;17,5;1368;368;1499;152;1868;1087;7,5;60,1;0,1
23/03/2004;00.00.00;5,7;1473;229;19,5;1258;445;1366;160;1873;952;6,6;51,0;0,1
23/03/2004;01.00.00;1,6;1110;329;8,0;1326;226;1896;105;1741;1007;0,9;52,5;0,1
23/03/2004;02.00.00;2,1;1099;109;5,0;1085;205;1852;60;1555;960;6,2;45,7;0,1
23/03/2004;03.00.00;3,3;1211;388;13,5;1334;258;1748;114;2049;1025;10,4;57,4;0,1
23/03/2004;04.00.00;6,5;1492;165;22,6;1023;488;1589;163;2071;1040;11,4;41,5;0,1
23/03/2004;05.00.00;4,8;1393;283;12,9;1212;316;1637;132;1992;958;9,0;58,8;0,1
23/03/2004;06.00.00;1,9;1179;200;6,3;1101;214;1857;125;1871;889;12,6;53,7;0,1
23/03/2004;07.00.00;0,5;970;157;0,1;1030;76;1888;2;1610;806;17,9;51,3;0,1
23/03/2004;08.00.00;4,6;1377;57;13,6;1169;389;1856;138;2024;1031;21,0;42,0;0,1
23/03/2004;09.00.00;2,8;1203;197;7,3;992;129;1968;64;1614;779;22,2;51,1;0,1
23/03/2004;10.00.00;3,0;1255;62;10,8;897;268;1836;97;1977;897;21,8;64,2;0,1
23/03/2004;11.00.00;7,3;1484;146;23,1;1136;579;1504;200;2090;1100;25,1;45,9;0,1
23/03/2004;12.00.00;7,7;1568;99;26,0;944;647;1522;200;2172;1139;27,4;48,9;0,1
23/03/2004;13.00.00;3,3;1323;127;12,1;1009;185;1882;66;1867;902;23,1;52,3;0,1
23/03/2004;14.00.00;1,4;1074;177;4,0;1094;7;2121;21;1656;772;20,7;40,5;0,1
23/03/2004;15.00.00;3,7;1352;358;8,7;1381;293;1834;103;1895;1138;24,0;52,7;0,1
23/03/2004;16.00.00;1,4;1074;252;4,9;1205;129;1996;82;1742;761;21,9;50,3;0,1
23/03/2004;17.00.00;5,3;1420;217;21,9;1205;412;1644;200;2029;1070;18,8;56,1;0,1
23/03/2004;18.00.00;7,5;1583;54;29,2;864;572;1548;200;1856;1116;15,0;56,7;0,1
23/03/2004;19.00.00;20,4;1450;373;86,8;1296;2414;1642;181;2069;1107;54,1;51,6;0,1
23/03/2004;20.00.00;1,0;1056;153;2,9;1022;5;2049;2;1679;899;8,0;68,4;0,1
23/03/2004;21.00.00;4,5;1336;115;11,6;854;337;1676;119;1971;891;5,8;58,9;0,1
23/03/2004;22.00.00;5,0;1306;377;15,6;1130;356;1837;187;2131;1064;2,2;66,6;0,1
23/03/2004;23.00.00;6,8;1602;129;21,7;962;558;1613;200;2127;1172;8,8;58,0;0,1
24/03/2004;00.00.00;0,8;1006;312;1,5;1300;105;1947;42;1560;836;6,9;51,6;0,1
24/03/2004;01.00.00;4,7;1260;253;19,8;1188;299;1794;169;2228;1155;6,8;58,4;0,1
24/03/2004;02.00.00;5,5;1454;342;23,9;1260;487;1733;200;2119;1025;4,0;49,5;0,1
24/03/2004;03.00.00;2,3;1192;220;5,6;1091;205;1709;95;1956;779;6,9;50,8;0,1
24/03/2004;04.00.00;7,5;1583;355;23,8;1470;616;1487;200;1980;1311;8,8;50,9;0,1
24/03/2004;05.00.00;7,5;1591;231;24,8;1120;659;1644;200;1818;1229;16,3;53,0;0,1
24/03/2004;06.00.00;0,6;1005;188;2,9;1057;54;1872;45;1753;896;16,5;50,5;0,1
24/03/2004;07.00.00;4,0;1399;130;16,7;1163;270;1693;86;1799;1111;15,0;47,3;0,1
24/03/2004;08.00.00;8,0;1747;329;30,5;1195;631;1338;200;2228;1019;24,7;38,4;0,1
24/03/2004;09.00.00;7,5;1615;173;24,8;1081;631;1574;200;2042;1258;23,2;54,7;0,1
24/03/2004;10.00.00;4,8;1327;325;19,4;1201;361;1698;159;2067;1151;24,2;56,4;0,1
24/03/2004;11.00.00;5,4;1442;159;18,2;1078;482;1717;200;1974;1156;22,5;66,5;0,1
24/03/2004;12.00.00;3,2;1252;360;11,3;1288;346;1576;128;1972;1158;23,8;50,4;0,1
24/03/2004;13.00.00;7,7;1613;321;29,4;1311;609;1432;200;2183;970;28,3;50,1;0,1
24/03/2004;14.00.00;22,0;1531;318;79,7;1233;2891;1719;182;2060;968;53,4;52,1;0,1
24/03/2004;15.00.00;0,8;1085;77;1,8;904;5;1915;2;1622;678;22,1;59,3;0,1
24/03/2004;16.00.00;6,5;1490;270;23,1;1069;496;1497;159;2074;1095;19,4;45,6;0,1
24/03/2004;17.00.00;4,4;1360;396;13,9;1375;449;1709;200;1840;1094;14,2;51,9;0,1
24/03/2004;18.00.00;3,0;1230;370;10,3;1340;170;1955;27;1610;904;12,6;38,2;0,1
24/03/2004;19.00.00;2,6;1222;155;11,7;970;125;1940;52;1705;802;10,0;54,6;0,1
24/03/2004;20.00.00;6,1;1369;136;18,4;901;505;1561;174;1921;931;11,6;50,0;0,1
24/03/2004;21.00.00;7,0;1553;290;24,3;1215;476;1495;200;2078;1056;10,8;52,6;0,1
24/03/2004;22.00.00;0,8;1062;365;2,8;1414;93;2125;75;1811;957;4,6;67,5;0,1
24/03/2004;23.00.00;5,5;1415;131;20,6;1025;429;1523;134;1949;1002;1,6;60,7;0,1
25/03/2004;00.00.00;5,5;1332;389;23,8;1361;422;1519;172;1949;1064;2,4;54,2;0,1
25/03/2004;01.00.00;19,7;1224;320;97,4;1126;2013;1959;51;1661;788;49,3;58,9;0,1
25/03/2004;02.00.00;17,1;1379;118;122,0;1008;1620;1833;153;2156;1044;48,9;46,2;0,1
25/03/2004;03.00.00;14,1;1134;228;122,7;1181;1699;1847;36;1648;697;56,0;57,8;0,1
25/03/2004;04.00.00;1,7;1101;295;12,3;1246;247;1721;76;1596;824;9,4;56,5;0,1
25/03/2004;05.00.00;5,7;1395;61;20,7;858;431;1540;161;2061;1175;11,5;55,5;0,1
25/03/2004;06.00.00;2,0;1142;254;6,0;1100;208;1936;65;1618;1012;11,1;39,0;0,1
25/03/2004;07.00.00;3,0;1233;268;9,7;1284;276;1772;95;1711;797;12,5;47,3;0,1
25/03/2004;08.00.00;6,1;1595;299;21,1;1468;372;1676;140;1899;1004;19,3;51,3;0,1
25/03/2004;09.00.00;3,8;1194;60;12,5;835;347;1893;94;1732;1122;21,3;62,8;0,1
25/03/2004;10.00.00;1,1;1122;99;1,5;942;43;1865;31;1741;792;21,4;47,7;0,1
25/03/2004;11.00.00;3,4;1253;193;12,3;1073;245;1942;85;1579;975;24,6;74,1;0,1
25/03/2004;12.00.00;7,7;1612;85;25,6;1018;598;1481;200;2174;1156;26,9;58,3;0,1
25/03/2004;13.00.00;5,4;1374;390;21,0;1390;427;1689;181;2026;1052;23,3;50,4;0,1
25/03/2004;14.00.00;0,7;1121;276;0,1;1291;36;1993;19;1514;859;24,6;44,3;0,1
25/03/2004;15.00.00;19,8;1226;162;89,6;1153;2269;1526;69;1634;962;52,6;43,1;0,1
25/03/2004;16.00.00;2,5;1326;132;6,9;1184;125;1858;11;1555;973;20,1;48,4;0,1
25/03/2004;17.00.00;0,5;1002;297;2,7;1151;85;1930;24;1480;822;18,9;47,5;0,1
25/03/2004;18.00.00;7,0;1564;109;23,4;892;516;1795;200;2103;1212;19,8;51,7;0,1
25/03/2004;19.00.00;3,4;1378;148;13,2;1022;245;1835;115;1811;1046;8,9;49,7;0,1
25/03/2004;20.00.00;4,4;1384;197;11,7;1038;407;1733;183;2083;1043;5,3;61,5;0,1
25/03/2004;21.00.00;2,7;1191;391;8,4;1446;298;1785;95;1650;949;2,6;53,9;0,1
25/03/2004;22.00.00;0,9;1180;191;1,6;1160;5;1880;2;1522;856;2,8;68,4;0,1
25/03/2004;23.00.00;5,3;1427;221;18,7;1282;433;1571;141;1945;962;1,5;58,9;0,1
26/03/2004;00.00.00;3,8;1339;321;12,7;1233;291;1824;118;1927;794;4,3;70,0;0,1
26/03/2004;01.00.00;7,9;1682;329;24,5;1245;645;1430;200;2108;1235;6,1;58,9;0,1
26/03/2004;02.00.00;7,3;1589;286;23,5;1117;639;1557;199;2034;1034;5,5;61,1;0,1
26/03/2004;03.00.00;7,6;1561;230;26,1;1174;694;1548;200;2140;1177;4,3;62,6;0,103
26/03/2004;04.00.00;4,9;1436;305;19,2;1368;404;1633;162;1991;963;8,7;50,2;0,1
26/03/2004;05.00.00;3,8;1231;98;12,2;934;317;1935;142;1891;919;13,4;53,1;0,1
26/03/2004;06.00.00;3,8;1300;261;15,2;1224;382;1858;183;2098;934;13,5;58,1;0,1
26/03/2004;07.00.00;2,4;1234;191;4,0;1042;232;1749;82;1640;1018;18,9;43,5;0,1
26/03/2004;08.00.00;3,4;1284;318;12,3;1439;175;1787;62;1539;930;15,9;52,0;0,1
26/03/2004;09.00.00;0,8;1083;389;2,6;1255;94;2027;48;1673;932;23,3;47,4;0,1
26/03/2004;10.00.00;1,4;1032;372;1,8;1394;130;1887;90;1638;964;22,3;50,8;0,1
26/03/2004;11.00.00;3,1;1268;82;10,1;1029;277;1668;112;1741;979;24,5;59,0;0,1
26/03/2004;12.00.00;1,0;1042;60;1,8;717;96;1957;41;1786;939;28,7;40,1;0,1
26/03/2004;13.00.00;7,4;1599;211;26,0;1066;616;1560;200;2228;1192;21,8;55,9;0,1
26/03/2004;14.00.00;0,7;1098;373;1,9;1403;5;1960;2;1533;857;24,5;47,5;0,1
26/03/2004;15.00.00;7,6;1556;273;30,7;1017;607;1544;200;2343;1287;20,4;46,6;0,1
26/03/2004;16.00.00;2,6;1171;383;6,1;1363;263;1933;109;2078;1015;20,4;51,3;0,1
26/03/2004;17.00.00;6,5;1513;345;22,4;1320;582;1400;188;1916;1083;19,4;51,7;0,1
26/03/2004;18.00.00;2,9;1216;70;10,1;917;175;1886;71;1730;952;16,9;54,7;0,1
26/03/2004;19.00.00;5,3;1432;258;19,5;1243;425;1690;193;2002;904;6,5;55,6;0,1
26/03/2004;20.00.00;20,0;1181;270;82,8;1223;1877;1993;134;2256;974;56,7;57,7;0,1
26/03/2004;21.00.00;1,2;1116;227;0,8;1045;82;1804;46;1569;788;6,1;48,9;0,1
26/03/2004;22.00.00;3,7;1361;307;14,5;1338;368;1683;156;1995;981;6,9;49,5;0,1
26/03/2004;23.00.00;7,0;1587;390;25,4;1448;621;1557;200;1999;1318;3,4;71,9;0,1
27/03/2004;00.00.00;6,9;1629;160;23,6;1213;539;1584;200;1936;1256;0,6;61,4;0,1
27/03/2004;01.00.00;5,9;1416;384;20,7;1358;580;1437;200;2109;1236;6,7;54,7;0,1
27/03/2004;02.00.00;2,4;1142;259;6,7;1196;269;1673;127;1860;924;9,9;63,0;0,1
27/03/2004;03.00.00;5,7;1353;352;20,2;1392;440;1612;172;2098;1056;3,8;53,8;0,1
27/03/2004;04.00.00;4,2;1374;375;16,2;1193;327;1722;138;2165;915;10,0;43,6;0,1
27/03/2004;05.00.00;7,8;1671;187;24,9;1119;633;1361;200;2133;1143;15,3;44,4;0,1
27/03/2004;06.00.00;2,8;1164;399;13,1;1319;270;1739;125;1898;878;14,5;58,2;0,1
27/03/2004;07.00.00;3,5;1129;90;9,9;933;329;1798;104;1862;986;22,0;46,5;0,1
27/03/2004;08.00.00;1,9;1176;62;5,4;821;231;1883;67;1718;1114;17,2;61,7;0,1
27/03/2004;09.00.00;0,8;1027;376;3,5;1445;84;1847;24;1422;766;17,9;55,2;0,158
27/03/2004;10.00.00;3,0;1227;104;11,7;959;202;1954;108;1722;920;26,1;56,2;0,1
27/03/2004;11.00.00;4,8;1384;241;16,6;1100;372;1495;139;2004;998;25,7;51,4;0,1
27/03/2004;12.00.00;16,5;1167;388;122,5;1406;1858;2061;46;1539;862;58,2;55,8;0,1
27/03/2004;13.00.00;6,1;1483;66;23,6;985;484;1793;199;1888;1027;26,7;49,5;0,1
27/03/2004;14.00.00;3,8;1322;317;14,3;1302;338;1613;101;1802;1004;25,2;28,1;0,1
27/03/2004;15.00.00;6,2;1512;183;22,1;1127;516;1493;200;2023;1174;20,5;37,6;0,1
27/03/2004;16.00.00;6,5;1595;149;25,5;1181;549;1678;200;2150;1163;24,9;47,0;0,1
27/03/2004;17.00.00;4,7;1460;180;16,2;1097;403;1635;157;1922;937;19,2;47,5;0,1
27/03/2004;18.00.00;2,2;1133;302;8,6;1365;125;1945;54;1800;917;15,2;40,8;0,1
27/03/2004;19.00.00;19,5;1234;289;102,8;1285;2260;1662;159;1849;1045;51,5;54,1;0,1
27/03/2004;20.00.00;5,5;1401;292;18,9;1198;487;1719;200;2286;1020;11,0;55,3;0,1
27/03/2004;21.00.00;5,6;1432;191;20,2;1171;433;1718;200;1951;1053;3,9;54,8;0,1
27/03/2004;22.00.00;2,3;1211;220;4,3;1130;199;1836;74;1750;878;7,3;65,3;0,1
27/03/2004;23.00.00;6,2;1470;266;17,4;1192;562;1627;200;2188;1148;0,9;70,6;0,1
28/03/2004;00.00.00;20,4;1414;77;129,9;876;1518;1652;185;2084;1143;56,3;57,7;0,1
28/03/2004;01.00.00;2,6;1122;111;5,7;908;232;1907;103;1829;957;7,0;79,5;0,1
28/03/2004;02.00.00;2,8;1194;348;12,1;1230;231;1835;92;1754;927;5,2;59,9;0,1
28/03/2004;03.00.00;7,2;1640;66;23,7;910;481;1695;174;1857;999;4,2;49,8;0,1
28/03/2004;04.00.00;1,9;1145;96;5,2;848;126;1963;63;1602;877;7,1;56,5;0,1
28/03/2004;05.00.00;4,4;1370;204;16,3;1150;356;1641;142;2024;1004;12,8;50,8;0,1
28/03/2004;06.00.00;2,5;1135;232;8,5;1227;197;2016;87;1828;949;13,4;40,6;0,1
28/03/2004;07.00.00;7,3;1494;257;29,8;1035;543;1373;200;1880;1118;25,1;58,2;0,1
28/03/2004;08.00.00;2,1;1168;72;3,4;836;112;1798;37;1584;863;22,2;55,5;0,1
28/03/2004;09.00.00;5,4;1408;266;19,8;1177;358;1720;117;1826;934;25,6;50,9;0,1
28/03/2004;10.00.00;1,7;1126;96;7,5;954;104;2011;20;1407;857;28,6;50,3;0,1
28/03/2004;11.00.00;6,2;1476;228;20,3;1139;431;1645;187;2141;1014;25,3;47,9;0,1
28/03/2004;12.00.00;5,7;1446;123;19,2;991;477;1617;149;1958;1182;22,1;62,5;0,1
28/03/2004;13.00.00;7,3;1538;187;22,2;1290;622;1530;200;1915;1069;23,5;58,4;0,1
28/03/2004;14.00.00;2,1;1240;118;4,5;1070;210;1844;90;1680;817;30,1;26,6;0,1
28/03/2004;15.00.00;6,8;1617;398;23,1;1397;585;1562;200;2108;985;21,1;36,9;0,1
28/03/2004;16.00.00;8,0;1699;239;28,9;1123;590;1601;200;2132;1182;17,0;51,2;0,1
28/03/2004;17.00.00;0,5;1046;337;1,9;1318;38;2042;33;1461;854;16,8;49,7;0,1
28/03/2004;18.00.00;2,9;1313;115;10,8;987;371;1731;200;2028;1033;12,8;47,0;0,1
28/03/2004;19.00.00;1,4;1152;334;7,6;1240;55;2026;9;1493;843;7,8;51,7;0,1
28/03/2004;20.00.00;7,4;1593;330;25,9;1491;604;1496;200;2065;1137;9,4;49,8;0,1
28/03/2004;21.00.00;4,0;1283;159;12,8;1174;317;1820;121;2074;1003;4,2;52,2;0,1
28/03/2004;22.00.00;5,9;1483;335;22,1;1340;428;1783;197;2053;1033;7,3;69,7;0,1
28/03/2004;23.00.00;2,4;1246;245;5,6;1235;172;1984;49;1668;841;5,1;65,2;0,1
29/03/2004;00.00.00;2,0;1175;52;7,2;808;202;1688;56;1740;904;7,6;38,4;0,1
29/03/2004;01.00.00;0,6;1056;306;2,8;1119;103;1909;21;1447;810;0,6;71,8;0,1
29/03/2004;02.00.00;6,7;1571;144;25,4;1052;516;1517;200;2444;1035;5,5;62,2;0,1
29/03/2004;03.00.00;13,7;1500;200;114,6;1148;1693;1640;200;2176;1121;55,0;49,1;0,1
29/03/2004;04.00.00;2,6;1223;191;11,6;1170;257;1534;110;1827;973;6,2;67,9;0,1
29/03/2004;05.00.00;7,8;1613;270;27,5;1214;680;1285;200;1922;1047;18,6;49,8;0,1
29/03/2004;06.00.00;3,3;1173;293;11,7;1172;189;2046;78;1716;1011;12,6;52,8;0,1
29/03/2004;07.00.00;15,8;1047;250;106,9;1352;2579;2078;8;1565;798;54,5;46,7;0,1
29/03/2004;08.00.00;2,6;1223;130;9,2;964;181;2043;66;1746;895;23,9;52,1;0,1
29/03/2004;09.00.00;6,3;1398;121;23,9;1009;463;1572;153;2019;1119;17,5;42,0;0,1
29/03/2004;10.00.00;20,5;1337;387;99,4;1315;2015;1622;123;1837;1035;53,5;40,7;0,1
29/03/2004;11.00.00;1,3;1012;258;4,7;1129;119;1844;29;1669;800;24,5;26,8;0,131
29/03/2004;12.00.00;5,3;1440;185;21,1;1011;440;1688;200;2338;998;23,1;37,5;0,1
29/03/2004;13.00.00;0,8;1033;379;4,4;1334;86;1801;44;1696;938;26,7;40,8;0,1
29/03/2004;14.00.00;6,7;1586;275;20,6;1291;511;1611;200;2054;1124;22,5;56,6;0,1
29/03/2004;15.00.00;2,7;1258;61;9,3;853;226;1770;88;1761;851;27,8;38,1;0,1
29/03/2004;16.00.00;7,9;1667;242;29,3;1118;524;1625;197;2056;1035;18,3;54,2;0,1
29/03/2004;17.00.00;4,4;1295;111;15,1;936;271;1632;115;1681;968;19,1;34,9;0,1
29/03/2004;18.00.00;13,3;1110;342;110,6;1231;2612;2017;2;1441;781;51,5;65,3;0,1
29/03/2004;19.00.00;5,2;1389;102;19,2;1017;379;1646;132;1954;987;9,2;59,4;0,1
29/03/2004;20.00.00;6,2;1497;278;23,0;1284;457;1665;179;2139;1035;7,9;49,8;0,1
29/03/2004;21.00.00;2,0;1187;178;3,4;1152;235;1956;83;1628;959;10,0;68,7;0,1
29/03/2004;22.00.00;2,8;1228;350;10,7;1336;210;1736;87;1664;1007;4,8;52,1;0,1
29/03/2004;23.00.00;4,2;1378;219;14,9;1056;305;1743;130;1953;1017;10,9;24,4;0,1
30/03/2004;00.00.00;5,4;1406;242;18,4;1152;343;1869;145;1790;976;5,9;50,7;0,1
30/03/2004;01.00.00;7,7;1576;282;29,9;1147;575;1609;200;2443;1197;9,0;57,7;0,1
30/03/2004;02.00.00;5,0;1372;176;20,3;900;409;1578;148;1973;1029;4,9;46,6;0,1
30/03/2004;03.00.00;3,8;1268;87;13,7;864;314;1850;118;1747;1051;8,8;54,1;0,1
30/03/2004;04.00.00;7,5;1608;149;28,0;929;632;1495;200;2160;1092;14,4;55,7;0,1
30/03/2004;05.00.00;20,2;1307;201;111,3;983;2150;1747;200;2155;1129;52,6;59,4;0,1
30/03/2004;06.00.00;2,7;1235;76;9,0;597;286;1752;84;1785;1015;16,5;48,8;0,1
30/03/2004;07.00.00;7,7;1567;120;27,8;939;574;1568;200;2029;1180;22,4;39,2;0,1
30/03/2004;08.00.00;2,6;1250;225;8,9;1149;158;1969;66;1723;861;15,7;51,2;0,1
30/03/2004;09.00.00;1,1;1067;295;5,4;1329;5;1978;31;1591;839;21,4;62,4;0,1
30/03/2004;10.00.00;4,2;1353;232;15,7;1012;230;1900;96;1817;929;27,9;54,5;0,1
30/03/2004;11.00.00;6,3;1603;283;23,2;1188;532;1602;200;2144;1072;23,6;64,6;0,1
30/03/2004;12.00.00;3,6;1272;262;9,6;1110;229;1915;65;1721;859;29,2;30,4;0,198
30/03/2004;13.00.00;6,2;1599;147;23,8;883;449;1815;165;1787;1125;28,6;55,5;0,1
30/03/2004;14.00.00;2,5;1269;278;12,1;1230;186;1852;74;1599;1084;17,4;59,6;0,1
30/03/2004;15.00.00;3,7;1259;90;13,2;841;331;1831;159;1946;1032;24,0;63,6;0,1
30/03/2004;16.00.00;4,4;1380;77;10,2;1012;319;1759;143;2131;858;18,2;55,2;0,1
30/03/2004;17.00.00;3,8;1311;227;14,5;1166;311;1619;104;1723;835;19,5;58,0;0,1
30/03/2004;18.00.00;3,2;1250;390;13,0;1320;245;1741;56;1623;939;16,0;51,7;0,1
30/03/2004;19.00.00;6,3;1448;135;23,2;1022;446;1610;193;2007;954;14,0;55,3;0,1
30/03/2004;20.00.00;1,6;1007;125;1,2;1017;107;2034;59;1694;925;4,1;53,6;0,1
30/03/2004;21.00.00;4,7;1300;358;17,1;1486;424;1673;145;1966;1160;4,6;48,1;0,1
30/03/2004;22.00.00;2,7;1275;299;8,4;1218;243;1771;95;1975;969;5,3;62,7;0,1
30/03/2004;23.00.00;2,1;1190;319;7,0;1377;174;1944;92;1646;844;2,0;75,6;0,1
31/03/2004;00.00.00;6,0;1464;309;20,5;1189;506;1709;199;2171;1045;6,2;46,7;0,1
31/03/2004;01.00.00;7,9;1592;315;29,0;1266;581;1529;200;2226;1030;5,7;60,5;0,1
31/03/2004;02.00.00;4,7;1329;194;14,4;995;333;1684;106;1840;1111;8,7;56,6;0,1
31/03/2004;03.00.00;3,1;1223;197;12,0;1171;242;1893;111;1748;1089;7,3;62,1;0,1
31/03/2004;04.00.00;5,8;1507;131;18,2;1048;493;1594;185;1930;1004;7,5;54,7;0,1
31/03/2004;05.00.00;6,9;1538;378;27,3;1393;553;1590;200;2020;1219;12,3;59,6;0,1
31/03/2004;06.00.00;7,3;1561;300;29,4;1200;571;1598;200;2043;1056;7,9;55,6;0,1
31/03/2004;07.00.00;0,6;1065;88;2,8;859;80;1803;44;1783;800;16,8;55,3;0,1
31/03/2004;08.00.00;0,9;1040;128;3,1;914;23;1801;28;1491;698;19,6;52,3;0,1
31/03/2004;09.00.00;3,2;1278;104;13,5;999;338;1685;153;2140;892;22,9;35,4;0,1
31/03/2004;10.00.00;6,2;1548;375;23,3;1279;579;1506;200;2074;1237;21,6;56,3;0,1
31/03/2004;11.00.00;2,3;1194;341;8,3;1280;269;1728;153;1866;1001;25,8;49,7;0,1
31/03/2004;12.00.00;5,2;1396;162;17,8;1022;412;1674;172;1957;1047;30,6;55,9;0,1
31/03/2004;13.00.00;3,8;1297;97;11,9;983;249;1770;92;1681;1036;20,5;44,0;0,1
